profile,nr_reactions,nr_comments,nr_shares,comments/post,post_interaction_rate,engagement,nr_likes,post_id,followers,post_type
happy hollow park & zoo,54,2,2,2,0.0015121493377828763,0.0015121493377828,38,132942835175_603854951771344,39000,1
hersheypark,353,67,206,101,"7,77E+11",777000000000.0,296,16994689356_10160808582444357,854000,1
belmont park,1757,150,562,235,0.05131708493238763,0.0513170849323876,1439,83231004302_10160185614144303,51000,1
lake compounce,142,8,13,12,0.001030514331554102,0.0010305143315541,126,80018245271_617395290423663,166000,1
sesame place san diego,32,1,3,1,0.0019054676335150584,0.001905467633515,23,116946949686332_698548785614171,29000,1
elitch gardens,6,2,3,6,"1,02E+12",1020000000000.0,4,62242807350_599339912232304,145000,2
walt disney animation studios,4724,70,627,91,"4,25E+12",4250000000000.0,3208,23245476854_10160282629841855,12000000,1
santa cruz beach boardwalk,570,33,36,56,0.0016011377268681552,0.0016011377268681,478,40035168377_10162752546918378,400000,3
seaworld orlando,259,49,97,102,0.0019973833406018316,0.0019973833406018,192,1782696285170057_6182749128498062,267000,2
california's great america,56,2,10,5,"2,70E+11",270000000000.0,47,28442453154_10159990054583155,262000,2
wild adventures theme park,56,3,1,3,"3,36E+12",3360000000000.0,42,84679583132_622428163263703,66,1
playland,5,1,1,2,"2,46E+10",24600000000.0,5,170865866397863_552580113666427,23000,2
funland rehoboth beach,519,103,21,112,0.02353365818444324,0.0235336581844432,389,138717682836880_606027751562018,29000,1
six flags discovery kingdom,30,0,2,0,"1,20E+11",120000000000.0,25,59636827742_611032051059267,275000,1
big kahuna's nj,14,4,3,7,"1,35E+12",1350000000000.0,13,26451078324_605727444926364,181000,1
silverwood theme park,373,14,69,25,0.0012292999834162958,0.0012292999834162,354,762701550509617_6001345403311846,381000,1
busch gardens tampa bay,211,44,32,58,"4,49E+12",4490000000000.0,128,68181225238_10160399428285239,692000,2
lake winnie,351,114,263,273,0.007291289908920528,0.0072912899089205,270,112097441679_10159764071371680,123000,1
centreville amusement park,6,0,2,0,"4,57E+11",457000000000.0,4,117784088239988_610856437747014,17000,3
busch gardens williamsburg,215,23,45,36,"4,18E+12",4180000000000.0,169,18543728314_10159555484038315,690000,2
castles & coasters,2,0,0,0,"8,05E+11",805000000000.0,2,252289045458198_600040822146772,2300,1
wild adventures theme park,23,2,0,3,"1,46E+12",1460000000000.0,17,84679583132_622251313281388,66,1
disneyland paris,535,11,3,18,"1,06E+12",1060000000000.0,409,652389081615295_2251569025030618,5200000,1
skypark at santa's village,18,0,3,0,"3,80E+11",380000000000.0,16,653315854781004_537249105255898,57000,1
sea life park,25,3,0,3,0.0010833397817844154,0.0010833397817844,23,105015532870022_562797152620150,26000,1
happy hollow park & zoo,16,0,1,0,"4,43E+11",443000000000.0,14,132942835175_603404105149762,39000,1
canada's wonderland,655,222,188,346,0.0014015111331140894,0.001401511133114,513,95469803923_10159944431868924,837016,1
six flags darien lake,115,7,7,15,"5,96E+11",596000000000.0,100,9596249636_10160644093089637,226000,1
waterville usa,7,0,10,0,"2,99E+11",299000000000.0,7,138319355040_532792289070120,58000,1
seaworld san diego,79,15,6,16,"9,41E+11",941000000000.0,67,426111667814056_1620267908398420,127000,1
walt disney animation studios,3751,76,352,108,"3,29E+10",32900000000.0,2671,23245476854_10160281339821855,12000000,1
quassy amusement & waterpark,50,5,9,8,0.001803887782025739,0.0018038877820257,43,38328744398_614244377402051,39000,1
california's great america,64,2,7,2,"2,78E+12",2780000000000.0,57,28442453154_10159988714318155,262000,1
busch gardens tampa bay,340,14,21,15,"5,60E+11",560000000000.0,287,68181225238_10160398172475239,692000,1
belmont park,15,2,1,5,"4,22E+11",422000000000.0,12,83231004302_10160184131704303,51000,1
belmont park,9,1,0,1,"2,01E+12",2010000000000.0,8,83231004302_10160184120544303,51000,1
busch gardens williamsburg,466,24,65,43,"8,12E+11",812000000000.0,402,18543728314_10159554283313315,690000,1
wild adventures theme park,30,19,6,21,"3,19E+11",319000000000.0,27,84679583132_621964016643451,66,1
elitch gardens,28,3,1,3,"2,18E+12",2180000000000.0,27,62242807350_598816925617936,145000,1
sea life park,27,0,8,0,0.0013541223352806903,0.0013541223352806,21,105015532870022_562680365965162,26000,2
sesame place san diego,32,1,1,1,0.0018004660029654735,0.0018004660029654,25,116946949686332_697788629023520,29000,1
gilroy gardens,635,29,21,29,0.008648116351883648,0.0086481163518836,590,122943674395623_601598645338453,83000,1
santa cruz beach boardwalk,41,7,2,7,"1,21E+12",1210000000000.0,37,40035168377_10162750390638378,400000,1
kings island,1866,157,220,237,0.003423022515619474,0.0034230225156194,1495,155893938367_10162491165813368,692000,1
walt disney studios (us),2129,80,125,101,"6,31E+10",63100000000.0,1333,111382562236411_9197234446984465,16000000,2
disneyland,441,39,32,64,"3,12E+10",31200000000.0,362,11081890741_10160978908260742,16000000,2
happy hollow park & zoo,6,0,2,0,"2,09E+11",209000000000.0,3,132942835175_603255668497939,39000,1
six flags discovery kingdom,42,9,15,10,"2,52E+11",252000000000.0,28,59636827742_610476954448110,275000,2
seaworld san diego,170,9,31,11,0.001974168195405403,0.0019741681954054,113,426111667814056_1620174415074436,127000,1
west edmonton mall,46,1,2,1,"2,69E+12",2690000000000.0,42,207298682218_611576334350136,189464,1
silverwood theme park,129,44,7,70,"5,42E+11",542000000000.0,103,762701550509617_5998232600289793,381000,1
acn - america's coaster network,12,3,1,3,0.009433962264150943,0.0094339622641509,11,111078814744_899934931109419,4000,1
six flags great america/hurricane harbor,870,48,66,73,0.0013351364512099592,0.0013351364512099,680,10583866355_10159268687376356,733000,1
six flags great escape and hurricane harbor,64,34,2,42,0.0013077910440531834,0.0013077910440531,51,51613191805_10159077554576806,84000,1
wild adventures theme park,63,58,3,58,"6,94E+11",694000000000.0,49,84679583132_621833853323134,66,1
busch gardens williamsburg,28,1,3,3,"4,81E+10",48100000000.0,23,18543728314_10159553558068315,690000,1
universal orlando resort (us),424,32,87,42,"1,78E+11",178000000000.0,346,90867402851_10159749714947852,3100000,2
universal orlando resort (us),148,4,17,4,"5,45E+10",54500000000.0,127,90867402851_10159749714047852,3100000,3
busch gardens tampa bay,79,2,6,2,"1,30E+12",1300000000000.0,68,68181225238_10160397359110239,692000,1
seaworld orlando,140,13,12,14,"7,24E+11",724000000000.0,121,1782696285170057_6179258705513771,267000,1
playland,3,0,0,0,"9,24E+08",924000000.0,3,170865866397863_552526593671779,23000,1
wild adventures theme park,25,3,9,3,"2,07E+11",207000000000.0,18,84679583132_621700560003130,66,1
castles & coasters,3,0,0,0,0.0012082158679017317,0.0012082158679017,3,252289045458198_599430775541110,2300,3
adventure city,15,3,5,4,"6,95E+10",69500000000.0,12,155862431097096_613187340835424,35000,1
california's great america,63,2,11,2,"2,89E+12",2890000000000.0,55,28442453154_10159986570538155,262000,1
happy hollow park & zoo,126,6,2,7,0.0035201168157284034,0.0035201168157284,102,132942835175_602878141869025,39000,2
skypark at santa's village,12,0,0,0,"2,17E+12",2170000000000.0,12,653315854781004_536712991976176,57000,1
six flags great adventure,220,26,14,28,"2,33E+11",233000000000.0,182,69421318512_10159272961538513,1100000,1
santa cruz beach boardwalk,156,11,6,20,"4,40E+11",440000000000.0,129,40035168377_10162747250393378,400000,1
six flags great escape and hurricane harbor,196,24,7,28,0.0027974229800426273,0.0027974229800426,160,51613191805_10159075622641806,84000,1
hersheypark,609,57,180,74,0.0010163283812350216,0.001016328381235,455,16994689356_10160803836009357,854000,2
seaworld san diego,116,17,27,26,0.0015740697620267312,0.0015740697620267,89,426111667814056_1619739915117886,127000,1
walt disney world,994,74,81,178,"7,18E+10",71800000000.0,779,155669083273_10161917597643274,16000000,2
skypark at santa's village,192,3,10,4,0.0037246641473954473,0.0037246641473954,188,653315854781004_536636275317181,57000,3
elitch gardens,98,41,10,77,0.0012583493177706132,0.0012583493177706,77,62242807350_598304349002527,145000,1
sesame place san diego,24,3,0,4,0.001483836777954425,0.0014838367779544,22,116946949686332_696962729106110,29000,1
wild adventures theme park,117,603,30,641,0.00441330488207851,0.0044133048820785,93,84679583132_621400890033097,66,1
sea life park,15,0,1,0,"6,19E+11",619000000000.0,11,105015532870022_562180829348449,26000,1
playland,2,1,0,1,"9,24E+09",9240000000.0,2,170865866397863_552214307036341,23000,1
six flags discovery kingdom,47,2,6,2,"2,07E+12",2070000000000.0,31,59636827742_609985154497290,275000,1
santa cruz beach boardwalk,629,90,129,224,0.0023753198941507143,0.0023753198941507,530,40035168377_10162746432303378,400000,1
cedar point,96,8,49,9,"9,85E+10",98500000000.0,85,10625691462_10159490036631463,1500000,1
seaworld san diego,39,4,5,6,"4,66E+11",466000000000.0,32,426111667814056_1619680788457132,127000,3
happy hollow park & zoo,7,1,0,1,"2,09E+11",209000000000.0,6,132942835175_602725705217602,39000,1
happy hollow park & zoo,16,0,4,0,"5,21E+10",52100000000.0,15,132942835175_602703655219807,39000,1
seaworld,89,5,18,5,"6,06E+10",60600000000.0,72,63617892564_10161428214622565,1700000,2
busch gardens tampa bay,158,9,9,13,"2,68E+10",26800000000.0,130,68181225238_10160394745925239,692000,1
seaworld san diego,63,1,4,1,"6,33E+11",633000000000.0,51,426111667814056_1619642068461004,127000,1
knott's berry farm,425,40,54,77,"8,75E+11",875000000000.0,378,10286130875_10158998850230876,637000,1
silverwood theme park,188,26,16,46,"6,58E+11",658000000000.0,143,762701550509617_5994813387298381,381000,1
calaway park,168,18,13,19,0.004173622704507512,0.0041736227045075,146,72446805248_607414918097134,48000,1
legoland california,218,11,19,16,"3,90E+12",3900000000000.0,186,143631389003522_6511062818926982,650000,3
west edmonton mall,20,1,1,1,"1,21E+11",121000000000.0,19,207298682218_610959454411824,189464,3
west edmonton mall,34,10,5,13,"2,85E+11",285000000000.0,32,207298682218_610954677745635,189464,1
gilroy gardens,37,1,1,1,"4,92E+11",492000000000.0,29,122943674395623_600934792071505,83000,1
wild adventures theme park,116,10,3,13,"7,39E+11",739000000000.0,93,84679583132_621303710042815,66,1
walt disney studios (us),29781,1565,1847,2328,"9,09E+11",909000000000.0,12740,111382562236411_9181724308535479,16000000,2
six flags discovery kingdom,23,1,1,1,"9,39E+10",93900000000.0,20,59636827742_613259413991991,275000,1
kings island,993,51,117,74,0.001744840635923675,0.0017448406359236,836,155893938367_10162487167808368,692000,2
lake winnie,52,32,42,51,0.0011920518912519834,0.0011920518912519,43,112097441679_10159759385971680,123000,1
busch gardens williamsburg,196,8,14,12,"3,14E+12",3140000000000.0,165,18543728314_10159550762188315,690000,1
seaworld orlando,249,16,20,23,0.0012741466054029052,0.0012741466054029,214,1782696285170057_6175952592511049,267000,1
playland,83,1,1,1,"2,62E+12",2620000000000.0,82,170865866397863_552026980388407,23000,1
wild adventures theme park,37,2,4,2,"2,41E+12",2410000000000.0,26,84679583132_621148343391685,66,1
castles & coasters,3,0,0,0,0.0012082158679017317,0.0012082158679017,2,252289045458198_598877425596445,2300,1
wild adventures theme park,13,0,3,0,"8,96E+10",89600000000.0,12,84679583132_620869290086257,66,3
sea life park,26,2,1,2,0.0011219870778040005,0.001121987077804,19,105015532870022_561694139397118,26000,1
skypark at santa's village,108,15,46,21,0.003164099226151732,0.0031640992261517,86,653315854781004_536088728705269,57000,1
knott's berry farm,209,23,30,61,"4,72E+12",4720000000000.0,184,10286130875_10158996183645876,637000,1
happy hollow park & zoo,5265,81,67,116,0.14205997392438072,0.1420599739243807,4829,132942835175_602141311942708,39000,2
six flags discovery kingdom,29,4,4,5,"1,43E+11",143000000000.0,24,59636827742_609402021222270,275000,1
busch gardens williamsburg,1165,77,81,124,0.0019370528518508046,0.0019370528518508,954,18543728314_10159548005428315,690000,1
canada's wonderland,260,24,35,33,"3,87E+10",38700000000.0,220,95469803923_10159937823038924,837016,1
west edmonton mall,7,0,0,0,"3,84E+11",384000000000.0,5,207298682218_610381601136276,189464,1
cedar point,3282,133,426,165,0.0024771900874020207,0.002477190087402,2621,10625691462_10159486717331463,1500000,1
wild adventures theme park,40,4,4,5,"2,74E+12",2740000000000.0,36,84679583132_620750013431518,66,1
lake compounce,52,9,4,11,"4,13E+11",413000000000.0,50,80018245271_615066383989887,166000,1
hersheypark,398,25,45,39,"5,68E+11",568000000000.0,333,16994689356_10160799319019357,854000,1
seaworld orlando,142,3,6,3,"6,59E+11",659000000000.0,125,1782696285170057_6173196389453336,267000,1
six flags great adventure,940,147,92,234,0.001125616488414419,0.0011256164884144,762,69421318512_10159268726638513,1100000,1
busch gardens tampa bay,132,1,13,1,"2,18E+12",2180000000000.0,116,68181225238_10160391160935239,692000,1
playland,5,1,2,2,"2,77E+10",27700000000.0,2,170865866397863_551485510442554,23000,1
wild adventures theme park,29,4,13,4,"2,58E+12",2580000000000.0,25,84679583132_620582636781589,66,1
disneyland paris,152,33,1,44,"3,76E+11",376000000000.0,134,652389081615295_2249746245212896,5200000,1
six flags discovery kingdom,999,52,55,61,0.004188548545841128,0.0041885485458411,942,59636827742_608911297938009,275000,3
six flags great adventure,157,12,5,24,"1,65E+11",165000000000.0,131,69421318512_10159267091293513,1100000,1
six flags great america/hurricane harbor,708,28,120,44,0.0011540589258252447,0.0011540589258252,620,10583866355_10159261112446356,733000,2
six flags great escape and hurricane harbor,468,43,23,75,0.006855952323271477,0.0068559523232714,406,51613191805_10159069481226806,84000,1
quassy amusement & waterpark,22,0,4,0,"7,00E+11",700000000000.0,17,38328744398_612607910899031,39000,1
six flags magic mountain,314,14,23,15,"5,35E+11",535000000000.0,262,67502107124_10161361170802125,660000,1
wild adventures theme park,63,10,4,14,"4,54E+11",454000000000.0,48,84679583132_620285810144605,66,1
knott's berry farm,96,3,7,4,"1,68E+12",1680000000000.0,84,10286130875_10158993707845876,637000,1
sea life park,14,0,1,0,"5,80E+11",580000000000.0,10,105015532870022_561146416118557,26000,1
skypark at santa's village,22,5,0,5,"4,88E+12",4880000000000.0,18,653315854781004_535564758757666,57000,1
fun spot america,96,7,4,9,0.00112052304782269,0.0011205230478226,84,184020466977_10162433784071978,100000,1
castles n coasters,11,2,0,2,0.007514450867052023,0.007514450867052,9,103749684804771_693185142807908,2300,1
happy hollow park & zoo,29,3,1,3,"8,61E+11",861000000000.0,17,132942835175_601541815335991,39000,1
enchanted island amusement park,236,92,189,150,0.04118321157427303,0.041183211574273,180,120659204674179_553962923485927,15000,1
cedar point,244,28,41,46,"2,12E+12",2120000000000.0,227,10625691462_10159484225006463,1500000,1
skypark at santa's village,93,33,28,36,0.0028385976965774103,0.0028385976965774,87,653315854781004_535548195425989,57000,1
knott's berry farm,292,26,23,39,"5,57E+10",55700000000.0,232,10286130875_10158993517175876,637000,1
playland park,34,3,1,3,"8,31E+10",83100000000.0,31,8119908863_608140781357731,47000,1
six flags discovery kingdom,21,1,0,1,"8,26E+10",82600000000.0,17,59636827742_608817397947399,275000,1
funland rehoboth beach,2086,95,247,131,0.08926565952976126,0.0892656595297612,1718,138717682836880_603687651796028,29000,1
belmont park,9,1,1,1,"2,21E+12",2210000000000.0,8,83231004302_10160174452824303,51000,1
sesame place san diego,25,2,2,2,0.0015384615384615385,0.0015384615384615,23,116946949686332_695537419248641,29000,1
west edmonton mall,260,57,55,68,0.002102247154007443,0.0021022471540074,224,207298682218_609815231192913,189464,1
hersheypark,1057,44,115,70,0.0014629216500625453,0.0014629216500625,879,16994689356_10160796206359357,854000,1
wild adventures theme park,60,2,14,4,"4,37E+12",4370000000000.0,44,84679583132_620150886824764,66,1
seaworld orlando,61,1,3,1,"2,84E+11",284000000000.0,54,1782696285170057_6170426866396955,267000,1
six flags great adventure,159,18,5,23,"1,66E+11",166000000000.0,126,69421318512_10159266164678513,1100000,1
busch gardens williamsburg,88,5,7,6,"1,43E+12",1430000000000.0,79,18543728314_10159544956728315,690000,1
busch gardens tampa bay,90,4,12,6,"1,61E+11",161000000000.0,73,68181225238_10160388450075239,692000,2
seaworld orlando,177,6,14,6,"8,60E+11",860000000000.0,156,1782696285170057_6170221836417458,267000,1
playland,6,0,0,0,"1,85E+11",185000000000.0,6,170865866397863_550969813827457,23000,1
playland,6,0,0,0,"1,85E+11",185000000000.0,6,170865866397863_550941157163656,23000,1
wild adventures theme park,39,1,1,1,"2,30E+12",2300000000000.0,34,84679583132_620059240167262,66,1
santa cruz beach boardwalk,162,9,41,10,"5,15E+10",51500000000.0,124,40035168377_10162736195398378,400000,3
gilroy gardens,1752,37,81,37,0.02361230365169958,0.0236123036516995,1508,122943674395623_599283058903345,83000,1
canada's wonderland,355,43,52,69,"5,61E+11",561000000000.0,277,95469803923_10159933233393924,837016,1
seaworld san diego,61,3,3,3,"6,24E+11",624000000000.0,52,426111667814056_1618142028611008,127000,1
seaworld san diego,5,0,1,0,"5,59E+10",55900000000.0,4,426111667814056_1618141091944435,127000,1
happy hollow park & zoo,12,1,0,3,"3,91E+11",391000000000.0,7,132942835175_601102648713241,39000,1
knott's berry farm,277,18,21,24,"5,07E+11",507000000000.0,240,10286130875_10158991685590876,637000,1
six flags great adventure,152,6,4,7,"1,45E+12",1450000000000.0,141,69421318512_10159264641273513,1100000,1
fun spot america,25,1,0,1,"2,67E+12",2670000000000.0,21,184020466977_10162431139456978,100000,3
six flags over georgia & hurricane harbor,113,24,17,41,"3,51E+11",351000000000.0,91,34284255238_598741185622181,479000,1
california's great america,80,9,11,15,"4,04E+12",4040000000000.0,64,28442453154_10159977902448155,262000,1
quassy amusement & waterpark,13,0,1,0,"3,77E+12",3770000000000.0,13,38328744398_612052804287875,39000,3
busch gardens williamsburg,498,37,21,57,"8,14E+11",814000000000.0,374,18543728314_10159543119913315,690000,1
six flags discovery kingdom,44,1,4,1,"1,84E+12",1840000000000.0,41,59636827742_608333227995816,275000,3
calaway park,22,1,2,1,"5,22E+11",522000000000.0,20,72446805248_605622251609734,48000,1
six flags magic mountain,44,0,2,0,"6,99E+10",69900000000.0,39,67502107124_10161358104332125,660000,1
lake winnie,113,15,120,20,0.0020804723412303568,0.0020804723412303,104,112097441679_10159751890311680,123000,1
silverwood theme park,250,13,18,15,"7,46E+11",746000000000.0,202,762701550509617_5986343704812016,381000,1
cedar point,467,40,123,46,"4,07E+12",4070000000000.0,367,10625691462_10159481823066463,1500000,2
six flags great escape and hurricane harbor,133,54,5,78,0.002616469220146813,0.0026164692201468,113,51613191805_10159066538371806,84000,1
wild adventures theme park,13,0,0,0,"7,28E+10",72800000000.0,10,84679583132_619736213532898,66,1
sea life park,14,0,0,0,"5,42E+11",542000000000.0,14,105015532870022_560590739507458,26000,1
legoland california,86,5,15,9,"1,69E+12",1690000000000.0,67,143631389003522_6501789306521000,650000,1
happy hollow park & zoo,25,2,5,2,"8,35E+10",83500000000.0,11,132942835175_601018222055017,39000,2
walt disney studios (us),381,23,65,24,"1,26E+11",126000000000.0,261,111382562236411_9175968659111044,16000000,2
sesame place san diego,2169,38,39,62,0.12049471840331227,0.1204947184033122,2010,116946949686332_694819149320468,29000,1
lake compounce,112,5,29,7,"9,13E+11",913000000000.0,107,80018245271_613818087448050,166000,1
walt disney animation studios,1773,71,201,97,"1,62E+12",1620000000000.0,1302,23245476854_10160268801441855,12000000,1
wild adventures theme park,143,26,21,35,0.001115070826609288,0.0011150708266092,110,84679583132_619665870206599,66,1
silverwood theme park,46,11,4,17,"1,77E+12",1770000000000.0,40,762701550509617_5985846881528365,381000,1
skypark at santa's village,64,2,1,2,0.0012113979894409488,0.0012113979894409,46,653315854781004_534946362152839,57000,1
seaworld san diego,97,8,10,22,0.0012022703337465166,0.0012022703337465,83,426111667814056_1617969611961583,127000,1
universal orlando resort (us),239,16,43,22,"9,81E+10",98100000000.0,207,90867402851_10159738984862852,3100000,3
universal orlando resort (us),630,48,62,62,"2,43E+12",2430000000000.0,538,90867402851_10159738979872852,3100000,1
hurricane harbor oklahoma city,10,0,0,0,"2,35E+12",2350000000000.0,10,87241076807_3185290981761162,43000,1
walt disney studios (us),1996,126,154,166,"6,20E+10",62000000000.0,1204,111382562236411_9174899155884661,16000000,2
west edmonton mall,88,4,4,7,"5,43E+11",543000000000.0,78,207298682218_609239491250487,189464,1
quassy amusement & waterpark,14,0,1,0,"4,04E+12",4040000000000.0,12,38328744398_611889740970848,39000,1
big kahuna's nj,8,0,2,0,"5,64E+10",56400000000.0,7,26451078324_602650238567418,181000,1
seaworld orlando,2761,140,378,154,0.014380477835373443,0.0143804778353734,2108,1782696285170057_6167533200019655,267000,2
waterville usa,53,6,22,10,0.0014950575157420762,0.001495057515742,44,138319355040_530435745972441,58000,1
universal orlando resort (us),405,33,41,46,"1,59E+12",1590000000000.0,285,90867402851_10159738732037852,3100000,2
busch gardens tampa bay,73,3,7,6,"1,28E+11",128000000000.0,63,68181225238_10160385760110239,692000,1
wild adventures theme park,24,7,1,8,"1,85E+11",185000000000.0,18,84679583132_619575330215653,66,1
castles & coasters,7,7,0,7,0.005638340716874748,0.0056383407168747,5,252289045458198_597359919081529,2300,1
playland,4,0,0,0,"1,23E+11",123000000000.0,4,170865866397863_550430830548022,23000,1
hersheypark,323,14,15,19,"4,21E+12",4210000000000.0,277,16994689356_10160792859039357,854000,1
kings island,4706,394,1031,563,0.009289404770330526,0.0092894047703305,3688,155893938367_10162475841263368,692000,1
disneyland paris,84,10,2,19,"2,00E+11",200000000000.0,78,652389081615295_2248535425333978,5200000,1
elitch gardens,141,16,25,17,0.0012447709417406387,0.0012447709417406,122,62242807350_596211175878511,145000,1
santa cruz beach boardwalk,412,18,40,35,0.0011780443496203408,0.0011780443496203,357,40035168377_10162732826478378,400000,1
kings island,205,19,18,38,"3,85E+12",3850000000000.0,176,155893938367_10162474782628368,692000,3
canada's wonderland,233,27,18,71,"3,80E+11",380000000000.0,193,95469803923_10159930818423924,837016,1
universal studios hollywood,1248,156,81,228,"5,79E+11",579000000000.0,1001,61784580148_10160529056775149,2700000,1
happy hollow park & zoo,4,1,1,1,"1,57E+11",157000000000.0,3,132942835175_600537075436465,39000,1
six flags over georgia & hurricane harbor,289,30,39,58,"7,92E+11",792000000000.0,229,34284255238_598162539013379,479000,1
acn - america's coaster network,16,5,0,5,0.012411347517730497,0.0124113475177304,12,111078814744_897389258030653,4000,1
sesame place san diego,34,3,3,4,0.002177260899580479,0.0021772608995804,26,116946949686332_694168222718894,29000,1
walt disney studios (us),222,8,12,8,"6,48E+09",6480000000.0,193,111382562236411_9171018129606097,16000000,1
six flags great adventure,1434,155,71,238,0.0015498664874050007,0.001549866487405,1106,69421318512_10159262165503513,1100000,1
happy hollow park & zoo,12,0,2,0,"3,65E+11",365000000000.0,9,132942835175_600488938774612,39000,1
lake compounce,61,7,5,10,"4,69E+11",469000000000.0,54,80018245271_613165380846654,166000,1
quassy amusement & waterpark,36,2,6,2,0.0011849617580523537,0.0011849617580523,26,38328744398_611453721014450,39000,1
hurricane harbor oklahoma city,48,4,0,7,0.0012908071064798518,0.0012908071064798,38,87241076807_10161851645136808,43000,1
wild adventures theme park,201,116,642,161,0.0056270141516043155,0.0056270141516043,163,84679583132_619176256922227,66,1
six flags magic mountain,42,3,5,4,"7,75E+10",77500000000.0,39,67502107124_10161355353437125,660000,1
kings island,831,65,185,151,0.001721020637500258,0.0017210206375002,687,155893938367_10162474054758368,692000,1
sesame place san diego,11,1,2,1,"7,43E+11",743000000000.0,8,116946949686332_694121746056875,29000,2
belmont park,9,1,4,1,"2,82E+11",282000000000.0,7,83231004302_10160169472669303,51000,1
belmont park,6,0,2,0,"1,61E+12",1610000000000.0,6,83231004302_10160169465884303,51000,1
sea life park,16,0,0,0,"6,19E+11",619000000000.0,12,105015532870022_560074516225747,26000,1
hersheypark,415,30,127,41,"6,87E+10",68700000000.0,309,16994689356_10160791182789357,854000,2
seaworld san diego,22,1,0,1,"2,14E+12",2140000000000.0,17,426111667814056_1617466838678527,127000,2
knott's berry farm,319,29,29,54,"6,33E+11",633000000000.0,276,10286130875_10158989093940876,637000,1
santa cruz beach boardwalk,655,27,25,39,0.0017393029241576838,0.0017393029241576,573,40035168377_10162731629233378,400000,3
six flags great adventure,36,1,5,1,"3,73E+10",37300000000.0,33,69421318512_10159261863378513,1100000,1
busch gardens williamsburg,179,18,7,27,"3,01E+11",301000000000.0,153,18543728314_10159540493323315,690000,1
six flags great escape and hurricane harbor,524,34,48,51,0.007547855585170826,0.0075478555851708,434,51613191805_10159064007901806,84000,1
six flags discovery kingdom,86,9,10,15,"4,17E+12",4170000000000.0,59,59636827742_607709144724891,275000,1
skypark at santa's village,305,33,26,34,0.006599406957402184,0.0065994069574021,257,653315854781004_534416132205862,57000,1
silverwood theme park,3127,661,1825,948,0.015546854001865623,0.0155468540018656,2682,762701550509617_5982792431833810,381000,1
playland park,35,1,6,1,"9,19E+11",919000000000.0,31,8119908863_606974988140977,47000,1
disneyland,1136,237,261,725,"1,23E+12",1230000000000.0,464,11081890741_10160963920015742,16000000,2
elitch gardens,600,58,51,96,0.005081079610382544,0.0050810796103825,442,62242807350_595911819241780,145000,1
playland,3,0,0,0,"9,26E+08",926000000.0,3,170865866397863_550013547256417,23000,1
walt disney studios (us),7514,348,442,461,"2,25E+11",225000000000.0,2934,111382562236411_9169173809790529,16000000,2
seaworld orlando,488,49,33,60,0.0025377939101682108,0.0025377939101682,405,1782696285170057_6164580860314889,267000,1
six flags darien lake,1342,293,590,501,0.010587882031933366,0.0105878820319333,942,9596249636_10160628416304637,226000,1
acn - america's coaster network,4,0,1,0,0.002955082742316785,0.0029550827423167,3,111078814744_897234158046163,4000,1
cedar point,98,6,5,6,"6,97E+10",69700000000.0,85,10625691462_10159478945861463,1500000,1
wild adventures theme park,29,3,3,3,"1,96E+12",1960000000000.0,23,84679583132_619042253602294,66,1
busch gardens tampa bay,2401,22,72,38,0.0037434422673542317,0.0037434422673542,1530,68181225238_10160383358930239,692000,1
walt disney animation studios,1176,25,59,27,"9,86E+10",98600000000.0,935,23245476854_10160238092826855,12000000,1
universal orlando resort (us),335,11,32,17,"1,24E+12",1240000000000.0,280,90867402851_10159736504777852,3100000,3
seaworld orlando,76,5,11,6,"4,06E+12",4060000000000.0,67,1782696285170057_6164356497003992,267000,1
kings island,2713,155,612,225,0.005235324132927092,0.005235324132927,2096,155893938367_10162473189143368,692000,3
playland,5,0,0,0,"1,54E+11",154000000000.0,5,170865866397863_2477252975759129,23000,1
wild adventures theme park,27,3,7,3,"2,07E+11",207000000000.0,21,84679583132_618916306948222,66,1
fun spot america,83,11,8,14,0.001079491713615989,0.0010794917136159,65,184020466977_10162425976801978,100000,1
enchanted island amusement park,26,2,11,3,0.0028655347804283976,0.0028655347804283,22,120659204674179_552616746953878,15000,1
kings island,204,24,28,38,"3,98E+11",398000000000.0,174,155893938367_10162471920568368,692000,1
gilroy gardens,625,11,25,14,0.00838733310596587,0.0083873331059658,571,122943674395623_598072159024435,83000,1
knott's berry farm,181,13,12,15,"3,27E+11",327000000000.0,157,10286130875_10158987418230876,637000,1
hersheypark,223,19,13,36,"3,20E+11",320000000000.0,195,16994689356_10160789084344357,854000,1
cedar point,86,1,10,1,"6,20E+10",62000000000.0,77,10625691462_10159477518526463,1500000,1
six flags magic mountain,319,18,11,25,"5,39E+10",53900000000.0,250,67502107124_10161352974467125,660000,1
elitch gardens,132,38,27,64,0.0015168623396411226,0.0015168623396411,104,62242807350_595499972616298,145000,1
california's great america,43,0,8,0,"1,94E+09",1940000000.0,39,28442453154_10159972744088155,262000,1
sesame place san diego,21,1,1,1,0.0012216497583258086,0.0012216497583258,17,116946949686332_693346519467731,29000,1
happy hollow park & zoo,12,0,0,0,"3,13E+11",313000000000.0,10,132942835175_599984618825044,39000,1
six flags great escape and hurricane harbor,210,7,8,7,0.0027259840802529712,0.0027259840802529,176,51613191805_10159061925046806,84000,1
six flags great adventure,113,8,10,13,"1,21E+12",1210000000000.0,97,69421318512_10159259836263513,1100000,1
